zpid,price,priceLabel,beds,baths,area,lotAreaString,statusType,statusText,isFavorite,isUserClaimingOwner,isUserConfirmedClaim,imgSrc,hasImage,visited,listingType,shouldShowZestimateAsPrice,detailUrl,pgapt,sgapt,has3DModel,hasVideo,isHomeRec,address,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,availabilityDate,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.dateSold,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,streetViewMetadataURL,streetViewURL,hdpData.homeInfo.zestimate,buildingId,lotId,minBeds,minBaths,minArea,unitCount,isBuilding,badgeInfo,canSaveBuilding,timeOnZillow,hdpData.homeInfo.listing_sub_type.is_FSBA,LOT_ACREAGE
11218802,140000.0,$140K,0.0,0.0,3736.0,2.62 acres,SOLD,Sold,False,False,False,https://photos.zillowstatic.com/fp/b163258eb71f23d7d3f5f06137faca2d-p_e.jpg,True,False,,False,/homedetails/841-Two-Notch-Rd-Lexington-SC-29073/11218802_zpid/,RecentlySold,Unknown Listed By,False,False,False,"841 Two Notch Rd, Lexington, SC 29073",False,False,False,,33.962387,-81.20628,RECENTLY_SOLD,Sold 03/16/2023,11218802.0,841 Two Notch Rd,29073,Lexington,SC,33.962387,-81.20628,140000.0,1678950000000.0,0.0,0.0,3736.0,LOT,RECENTLY_SOLD,-1.0,False,False,3056.0,False,False,RECENTLY_SOLD,140000.0,True,False,False,USD,USA,239000.0,2.6199954086317723,acres,False,,,,,,,,,,,,,,,2.62
11242665,10000.0,$10K,3.0,0.0,,4.04 acres,SOLD,Sold,False,False,False,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=33.833744049072266,-81.22938537597656&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=qZw2pPaI6f-Mvi2Uomw4tsFaCJo=",,False,,False,/homedetails/624-626-Arabian-Rd-Lexington-SC-29073/11242665_zpid/,RecentlySold,Unknown Listed By,False,False,False,"624-626 Arabian Rd, Lexington, SC 29073",False,False,False,,33.833744,-81.229385,RECENTLY_SOLD,Sold 03/14/2023,11242665.0,624-626 Arabian Rd,29073,Lexington,SC,33.833744,-81.229385,10000.0,1678777200000.0,0.0,3.0,,LOT,RECENTLY_SOLD,-1.0,False,False,887.0,False,False,RECENTLY_SOLD,10000.0,True,False,False,USD,USA,34300.0,4.039990817263544,acres,False,"https://maps.googleapis.com/maps/api/streetview/metadata?location=33.833744049072266,-81.22938537597656&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=9owu3NNF22vQtxr66Tj38i_eJ9Q=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=33.833744049072266,-81.22938537597656&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=qVh88virjTGHw7Mg8tSG3MOEFCQ=",,,,,,,,,,,,,4.04
11197196,145000.0,$145K,4.0,0.0,550.0,1.5 acres,SOLD,Sold,False,False,False,https://photos.zillowstatic.com/fp/276f2a2be24e1b6dfc7cde9d9eb8c55b-p_e.jpg,True,False,,False,/homedetails/120-Cedar-Cove-Trl-Gilbert-SC-29054/11197196_zpid/,RecentlySold,Unknown Listed By,False,False,False,"120 Cedar Cove Trl, Gilbert, SC 29054",False,False,False,,34.01342,-81.38723,RECENTLY_SOLD,Sold 02/28/2023,11197196.0,120 Cedar Cove Trl,29054,Gilbert,SC,34.01342,-81.38723,145000.0,1677571200000.0,0.0,4.0,550.0,LOT,RECENTLY_SOLD,-1.0,False,False,1040.0,False,False,RECENTLY_SOLD,145000.0,True,False,False,USD,USA,72000.0,1.5,acres,False,,,,,,,,,,,,,,,1.5
144727154,312000.0,$312K,0.0,0.0,1887.0,3.2 acres,SOLD,Sold,False,False,False,https://photos.zillowstatic.com/fp/105ad2337f3b3ab14ee81adc7b85865e-p_e.jpg,True,False,,False,/homedetails/3150-Mineral-Springs-Rd-Lexington-SC-29073/144727154_zpid/,RecentlySold,Unknown Listed By,False,False,False,"3150 Mineral Springs Rd, Lexington, SC 29073",False,False,False,,33.987335,-81.17239,RECENTLY_SOLD,Sold 02/23/2023,144727154.0,3150 Mineral Springs Rd,29073,Lexington,SC,33.987335,-81.17239,312000.0,1677139200000.0,0.0,0.0,1887.0,LOT,RECENTLY_SOLD,-1.0,False,False,1978.0,False,False,RECENTLY_SOLD,312000.0,True,False,False,USD,USA,230000.0,3.2,acres,False,,,319700.0,,,,,,,,,,,,3.2
2105336547,34000.0,$34K,0.0,0.0,,1.77 acres,SOLD,Sold,False,False,False,https://photos.zillowstatic.com/fp/9908b516b789ea4c2a2275ed67474096-p_e.jpg,True,False,,False,/homedetails/0-Ben-Franklin-Rd-Gilbert-SC-29054/2105336547_zpid/,RecentlySold,Unknown Listed By,False,False,False,"0 Ben Franklin Rd, Gilbert, SC 29054",False,False,False,,33.82602,-81.36707,RECENTLY_SOLD,Sold 02/20/2023,2105336547.0,0 Ben Franklin Rd,29054,Gilbert,SC,33.82602,-81.36707,34000.0,1676880000000.0,0.0,0.0,,LOT,RECENTLY_SOLD,-1.0,False,False,834.0,False,False,RECENTLY_SOLD,34000.0,True,False,False,USD,USA,,1.7699954086317722,acres,False,,,,,,,,,,,,,,,1.77
11240296,81000.0,$81K,3.0,0.0,924.0,3.27 acres,SOLD,Sold,False,False,False,https://photos.zillowstatic.com/fp/6f4abb1c49baad7728f78cfaeb5a8979-p_e.jpg,True,False,,False,/homedetails/7104-Platt-Springs-Rd-Lexington-SC-29073/11240296_zpid/,RecentlySold,Unknown Listed By,False,False,False,"7104 Platt Springs Rd, Lexington, SC 29073",False,False,False,,33.85144,-81.29844,RECENTLY_SOLD,Sold 02/09/2023,11240296.0,7104 Platt Springs Rd,29073,Lexington,SC,33.85144,-81.29844,81000.0,1675929600000.0,0.0,3.0,924.0,LOT,RECENTLY_SOLD,-1.0,False,False,1364.0,False,False,RECENTLY_SOLD,81000.0,True,False,False,USD,USA,30000.0,3.269995408631772,acres,False,,,94000.0,,,,,,,,,,,,3.27
111153213,122000.0,$122K,,0.0,,1.07 acres,SOLD,Sold,False,False,False,https://photos.zillowstatic.com/fp/6ef4d2b57c6f2a1b78d00d27794b3174-p_e.jpg,True,False,,False,/homedetails/224-Living-Waters-Blvd-Lexington-SC-29073/111153213_zpid/,RecentlySold,Unknown Listed By,False,False,False,"224 Living Waters Blvd, Lexington, SC 29073",False,False,False,,33.8327,-81.23297,RECENTLY_SOLD,Sold 01/06/2023,111153213.0,224 Living Waters Blvd,29073,Lexington,SC,33.8327,-81.23297,122000.0,1672992000000.0,0.0,,,LOT,RECENTLY_SOLD,-1.0,False,False,874.0,False,False,RECENTLY_SOLD,122000.0,True,False,False,USD,USA,50000.0,1.0699954086317722,acres,False,,,,,,,,,,,,,,,1.07
111164644,71900.0,$72K,,0.0,,1 acres,SOLD,Sold,False,False,False,https://photos.zillowstatic.com/fp/6ef4d2b57c6f2a1b78d00d27794b3174-p_e.jpg,True,False,,False,/homedetails/168-Living-Waters-Blvd-Lexington-SC-29073/111164644_zpid/,RecentlySold,Unknown Listed By,False,False,False,"168 Living Waters Blvd, Lexington, SC 29073",False,False,False,,33.8351,-81.234055,RECENTLY_SOLD,Sold 12/28/2022,111164644.0,168 Living Waters Blvd,29073,Lexington,SC,33.8351,-81.234055,71900.0,1672214400000.0,0.0,,,LOT,RECENTLY_SOLD,-1.0,False,False,874.0,False,False,RECENTLY_SOLD,71900.0,True,False,False,USD,USA,50000.0,1.0,acres,False,,,,,,,,,,,,,,,1.0
114200863,70000.0,$70K,0.0,0.0,,4.53 acres,SOLD,Sold,False,False,False,https://photos.zillowstatic.com/fp/fd8b6e18a24d06053a93ca4a01db892c-p_e.jpg,True,False,,False,/homedetails/1950-Old-Charleston-Rd-Lexington-SC-29073/114200863_zpid/,RecentlySold,Unknown Listed By,False,False,False,"1950 Old Charleston Rd, Lexington, SC 29073",False,False,False,,33.847557,-81.31576,RECENTLY_SOLD,Sold 12/09/2022,114200863.0,1950 Old Charleston Rd,29073,Lexington,SC,33.847557,-81.31576,70000.0,1670572800000.0,0.0,0.0,,LOT,RECENTLY_SOLD,-1.0,False,False,857.0,False,False,RECENTLY_SOLD,70000.0,True,False,False,USD,USA,46000.0,4.529981634527089,acres,False,,,,,,,,,,,,,,,4.53
2071057793,90000.0,$90K,,0.0,,2 acres,SOLD,Sold,False,False,False,https://photos.zillowstatic.com/fp/3170b5f08aedc644593fc72acf8fe675-p_e.jpg,True,False,,False,/homedetails/247-Mule-Trl-Gilbert-SC-29054/2071057793_zpid/,RecentlySold,Unknown Listed By,False,False,False,"247 Mule Trl, Gilbert, SC 29054",False,False,False,,33.936195,-81.37628,RECENTLY_SOLD,Sold 09/30/2022,2071057793.0,247 Mule Trl,29054,Gilbert,SC,33.936195,-81.37628,90000.0,1664521200000.0,0.0,,,LOT,RECENTLY_SOLD,-1.0,False,False,911.0,False,False,RECENTLY_SOLD,90000.0,True,False,False,USD,USA,,2.0,acres,False,,,,,,,,,,,,,,,2.0
144715288,235000.0,$235K,,,,3.84 acres,SOLD,Sold,False,False,False,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.0103759765625,-81.42942810058594&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Rgie7WYVXw8SEBnNHui6NiumhDc=",,False,,False,/homedetails/7-Breezy-Bay-Dr-Gilbert-SC-29054/144715288_zpid/,RecentlySold,Unknown Listed By,False,False,False,"7 Breezy Bay Dr, Gilbert, SC 29054",False,False,False,,34.010376,-81.42943,RECENTLY_SOLD,Sold 09/29/2022,144715288.0,7 Breezy Bay Dr,29054,Gilbert,SC,34.010376,-81.42943,235000.0,1664434800000.0,,,,LOT,RECENTLY_SOLD,-1.0,False,False,1825.0,False,False,RECENTLY_SOLD,235000.0,True,False,False,USD,USA,78800.0,3.8399908172635446,acres,False,"https://maps.googleapis.com/maps/api/streetview/metadata?location=34.0103759765625,-81.42942810058594&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=D6h_ayS76NI2hzqAY_a2QzRDpP4=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=34.0103759765625,-81.42942810058594&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=VKhJFEOXpWJKY7oJrrBZ1nshDZA=",,,,,,,,,,,,,3.84
111161666,26500.0,$27K,,0.0,,2.98 acres,SOLD,Sold,False,False,False,https://photos.zillowstatic.com/fp/ecdd99bb661c4819c3527e5dfb69edd2-p_e.jpg,True,False,,False,/homedetails/231-Cedar-Branch-Ct-Gilbert-SC-29054/111161666_zpid/,RecentlySold,Unknown Listed By,False,False,False,"231 Cedar Branch Ct, Gilbert, SC 29054",False,False,False,,33.81824,-81.33784,RECENTLY_SOLD,Sold 09/22/2022,111161666.0,231 Cedar Branch Ct,29054,Gilbert,SC,33.81824,-81.33784,26500.0,1663830000000.0,0.0,,,LOT,RECENTLY_SOLD,-1.0,False,False,834.0,False,False,RECENTLY_SOLD,26500.0,True,False,False,USD,USA,23800.0,2.979981634527089,acres,False,,,,,,,,,,,,,,,2.98
50900903,55000.0,$55K,0.0,0.0,,1.58 acres,SOLD,Sold,False,False,False,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=33.838592529296875,-81.21097564697266&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=jqrL8uKZx79ZhhORi-u4xKUdhhQ=",,False,,False,/homedetails/3910-Highway-6-Lexington-SC-29073/50900903_zpid/,RecentlySold,Unknown Listed By,False,False,False,"3910 Highway 6, Lexington, SC 29073",False,False,False,,33.838593,-81.210976,RECENTLY_SOLD,Sold 09/14/2022,50900903.0,3910 Highway 6,29073,Lexington,SC,33.838593,-81.210976,55000.0,1663138800000.0,0.0,0.0,,LOT,RECENTLY_SOLD,-1.0,False,False,444.0,False,False,RECENTLY_SOLD,55000.0,True,False,False,USD,USA,19500.0,1.5799816345270892,acres,False,"https://maps.googleapis.com/maps/api/streetview/metadata?location=33.838592529296875,-81.21097564697266&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=6snc1Q5K5B0ktoUmcQqnoySncLg=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=33.838592529296875,-81.21097564697266&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=O6FXW8xf6DellbApK67mDCrPpPQ=",67100.0,,,,,,,,,,,,1.58
11240118,550000.0,$550K,3.0,0.0,,1 acres,SOLD,Sold,False,False,False,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=33.859249114990234,-81.35350036621094&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Gmv7n8vq4qWxPiPg6pf8TwstX1w=",,False,,False,/homedetails/Pond-Branch-Rd-Gilbert-SC-29054/11240118_zpid/,RecentlySold,Unknown Listed By,False,False,False,"Pond Branch Rd, Gilbert, SC 29054",False,False,False,,33.85925,-81.3535,RECENTLY_SOLD,Sold 08/08/2022,11240118.0,Pond Branch Rd,29054,Gilbert,SC,33.85925,-81.3535,550000.0,1659942000000.0,0.0,3.0,,LOT,RECENTLY_SOLD,-1.0,False,False,834.0,False,False,RECENTLY_SOLD,550000.0,True,False,False,USD,USA,19300.0,1.0,acres,False,"https://maps.googleapis.com/maps/api/streetview/metadata?location=33.859249114990234,-81.35350036621094&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=MfpcskBiDnOOqnvWdda21alfNnE=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=33.859249114990234,-81.35350036621094&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=XdqQ7xVR3e2EY-IZY8Vw5-7pqa8=",,,,,,,,,,,,,1.0
11235566,200000.0,$200K,0.0,0.0,2016.0,2.16 acres,SOLD,Sold,False,False,False,https://photos.zillowstatic.com/fp/877d3651d377925203cd3450325eea37-p_e.jpg,True,False,,False,/homedetails/1537-Old-Orangeburg-Rd-Lexington-SC-29073/11235566_zpid/,RecentlySold,Unknown Listed By,False,False,False,"1537 Old Orangeburg Rd, Lexington, SC 29073",False,False,False,,33.90626,-81.2145,RECENTLY_SOLD,Sold 07/21/2022,11235566.0,1537 Old Orangeburg Rd,29073,Lexington,SC,33.90626,-81.2145,200000.0,1658386800000.0,0.0,0.0,2016.0,LOT,RECENTLY_SOLD,-1.0,False,False,1896.0,False,False,RECENTLY_SOLD,200000.0,True,False,False,USD,USA,43724.0,2.1599862258953166,acres,False,,,169900.0,,,,,,,,,,,,2.16
